Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,TotalIncome,EMI,Income_to_Loan,Loan_Status
0,1,0,0,0,3667,1459.0,144.0,360.0,1.0,1,5126.0,0.4,35.59722222222222,1
1,0,0,0,0,4166,7210.0,184.0,360.0,1.0,2,11376.0,0.5111111111111111,61.82608695652174,1
1,0,0,1,0,3748,1668.0,110.0,360.0,1.0,1,5416.0,0.3055555555555556,49.236363636363635,1
1,0,0,0,0,3600,0.0,80.0,360.0,1.0,2,3600.0,0.2222222222222222,45.0,0
1,0,0,0,0,1800,1213.0,47.0,360.0,1.0,2,3013.0,0.13055555555555556,64.1063829787234,1
1,1,0,0,0,2400,0.0,75.0,360.0,1.0,2,2400.0,0.20833333333333334,32.0,1
1,1,0,0,0,3941,2336.0,134.0,360.0,1.0,1,6277.0,0.37222222222222223,46.843283582089555,1
1,1,0,1,1,4695,0.0,96.0,360.0,1.0,2,4695.0,0.26666666666666666,48.90625,1
0,0,0,0,0,3410,0.0,88.0,360.0,1.0,2,3410.0,0.24444444444444444,38.75,1
1,1,1,0,0,5649,0.0,44.0,360.0,1.0,2,5649.0,0.12222222222222222,128.38636363636363,1
1,1,0,0,0,5821,0.0,144.0,360.0,1.0,2,5821.0,0.4,40.423611111111114,1
0,1,0,0,0,2645,3440.0,120.0,360.0,0.0,2,6085.0,0.3333333333333333,50.708333333333336,0
0,0,0,0,0,4000,2275.0,144.0,360.0,1.0,1,6275.0,0.4,43.576388888888886,1
0,1,0,1,0,1928,1644.0,100.0,360.0,1.0,1,3572.0,0.2777777777777778,35.72,1
0,0,0,0,0,3086,0.0,120.0,360.0,1.0,1,3086.0,0.3333333333333333,25.716666666666665,1
0,0,0,0,0,4230,0.0,112.0,360.0,1.0,1,4230.0,0.3111111111111111,37.767857142857146,0
1,1,2,0,0,4616,0.0,134.0,360.0,1.0,2,4616.0,0.37222222222222223,34.44776119402985,0
0,1,1,0,1,11500,0.0,286.0,360.0,0.0,2,11500.0,0.7944444444444444,40.20979020979021,0
1,1,2,0,0,2708,1167.0,97.0,360.0,1.0,1,3875.0,0.26944444444444443,39.94845360824742,1
1,1,0,0,0,2132,1591.0,96.0,360.0,1.0,1,3723.0,0.26666666666666666,38.78125,1
1,1,0,0,0,3366,2200.0,135.0,360.0,1.0,0,5566.0,0.375,41.22962962962963,0
1,1,1,0,0,8080,2250.0,180.0,360.0,1.0,2,10330.0,0.5,57.388888888888886,1
1,1,2,1,0,3357,2859.0,144.0,360.0,1.0,2,6216.0,0.4,43.166666666666664,1
1,1,0,0,0,2500,3796.0,120.0,360.0,1.0,2,6296.0,0.3333333333333333,52.46666666666667,1
1,1,3,0,0,3029,0.0,99.0,360.0,1.0,2,3029.0,0.275,30.595959595959595,1
1,1,0,1,1,2609,3449.0,165.0,180.0,0.0,0,6058.0,0.9166666666666666,36.71515151515152,0
1,1,1,0,0,4945,0.0,128.0,360.0,0.0,0,4945.0,0.35555555555555557,38.6328125,0
0,0,0,0,0,4166,0.0,116.0,360.0,0.0,1,4166.0,0.32222222222222224,35.91379310344828,0
1,1,0,0,0,5726,4595.0,258.0,360.0,1.0,1,10321.0,0.7166666666666667,40.00387596899225,0
1,0,0,1,0,3200,2254.0,126.0,180.0,0.0,2,5454.0,0.7,43.285714285714285,0
1,1,1,0,0,10750,0.0,312.0,360.0,1.0,2,10750.0,0.8666666666666667,34.455128205128204,1
1,1,3,1,1,7100,0.0,125.0,60.0,1.0,2,7100.0,2.0833333333333335,56.8,1
0,0,0,0,0,4300,0.0,136.0,360.0,0.0,1,4300.0,0.37777777777777777,31.61764705882353,0
1,1,0,0,0,3208,3066.0,172.0,360.0,1.0,2,6274.0,0.4777777777777778,36.47674418604651,1
1,1,2,1,1,1875,1875.0,97.0,360.0,1.0,1,3750.0,0.26944444444444443,38.65979381443299,1
1,0,0,0,0,3500,0.0,81.0,300.0,1.0,1,3500.0,0.27,43.20987654320987,1
1,1,3,1,0,4755,0.0,95.0,360.0,0.0,1,4755.0,0.2638888888888889,50.05263157894737,0
1,1,3,0,1,5266,1774.0,187.0,360.0,1.0,1,7040.0,0.5194444444444445,37.64705882352941,1
1,0,0,0,0,3750,0.0,113.0,480.0,1.0,2,3750.0,0.23541666666666666,33.1858407079646,0
1,0,0,0,0,3750,4750.0,176.0,360.0,1.0,2,8500.0,0.4888888888888889,48.29545454545455,0
1,1,1,0,1,1000,3022.0,110.0,360.0,1.0,2,4022.0,0.3055555555555556,36.56363636363636,0
1,1,3,0,0,3167,4000.0,180.0,300.0,0.0,1,7167.0,0.6,39.81666666666667,0
1,1,3,1,1,3333,2166.0,130.0,360.0,1.0,1,5499.0,0.3611111111111111,42.3,1
0,0,0,0,0,3846,0.0,111.0,360.0,1.0,1,3846.0,0.30833333333333335,34.648648648648646,1
1,1,1,0,1,2395,0.0,128.0,360.0,1.0,1,2395.0,0.35555555555555557,18.7109375,1
0,1,2,0,0,1378,1881.0,167.0,360.0,1.0,2,3259.0,0.4638888888888889,19.51497005988024,0
1,1,0,0,0,6000,2250.0,265.0,360.0,1.0,1,8250.0,0.7361111111111112,31.132075471698112,0
1,1,1,0,0,3988,0.0,50.0,240.0,1.0,2,3988.0,0.20833333333333334,79.76,1
1,0,0,0,0,2366,2531.0,136.0,360.0,1.0,1,4897.0,0.37777777777777777,36.00735294117647,1
1,1,2,1,0,3333,2000.0,99.0,360.0,1.0,1,5333.0,0.275,53.86868686868687,1
1,1,0,0,0,2500,2118.0,104.0,360.0,1.0,1,4618.0,0.28888888888888886,44.40384615384615,1
1,0,0,0,0,8566,0.0,210.0,360.0,1.0,2,8566.0,0.5833333333333334,40.79047619047619,1
1,1,0,0,0,5695,4167.0,175.0,360.0,1.0,1,9862.0,0.4861111111111111,56.354285714285716,1
1,1,0,0,0,2958,2900.0,131.0,360.0,1.0,1,5858.0,0.3638888888888889,44.717557251908396,1
1,1,2,0,0,6250,5654.0,188.0,180.0,1.0,1,11904.0,1.0444444444444445,63.319148936170215,1
1,1,2,1,0,3273,1820.0,81.0,360.0,1.0,2,5093.0,0.225,62.876543209876544,1
1,0,0,0,0,4133,0.0,122.0,360.0,1.0,1,4133.0,0.3388888888888889,33.877049180327866,1
1,0,0,1,0,3620,0.0,25.0,120.0,1.0,1,3620.0,0.20833333333333334,144.8,1
1,0,0,0,0,6782,0.0,128.0,360.0,1.0,2,6782.0,0.35555555555555557,52.984375,0
0,1,0,0,0,2484,2302.0,137.0,360.0,1.0,1,4786.0,0.38055555555555554,34.934306569343065,1
1,1,0,0,0,1977,997.0,50.0,360.0,1.0,1,2974.0,0.1388888888888889,59.48,1
1,1,0,1,0,4188,0.0,115.0,180.0,1.0,1,4188.0,0.6388888888888888,36.417391304347824,1
1,1,0,0,0,1759,3541.0,131.0,360.0,1.0,1,5300.0,0.3638888888888889,40.458015267175576,1
1,1,2,1,0,4288,3263.0,133.0,180.0,1.0,2,7551.0,0.7388888888888889,56.774436090225564,1
1,0,0,0,0,4843,3806.0,151.0,360.0,1.0,1,8649.0,0.41944444444444445,57.27814569536424,1
1,1,0,0,0,13650,0.0,128.0,360.0,1.0,2,13650.0,0.35555555555555557,106.640625,1
1,1,0,0,0,4652,3583.0,128.0,360.0,1.0,1,8235.0,0.35555555555555557,64.3359375,1
1,1,0,0,0,3816,754.0,160.0,360.0,1.0,2,4570.0,0.4444444444444444,28.5625,1
1,1,1,0,0,3052,1030.0,100.0,360.0,1.0,2,4082.0,0.2777777777777778,40.82,1
1,1,2,0,0,11417,1126.0,225.0,360.0,1.0,2,12543.0,0.625,55.74666666666667,1
1,0,0,1,0,7333,0.0,120.0,360.0,1.0,0,7333.0,0.3333333333333333,61.108333333333334,0
1,1,2,0,0,3800,3600.0,216.0,360.0,0.0,2,7400.0,0.6,34.25925925925926,0
1,1,3,1,0,2071,754.0,94.0,480.0,1.0,1,2825.0,0.19583333333333333,30.0531914893617,1
1,0,0,0,0,5316,0.0,136.0,360.0,1.0,2,5316.0,0.37777777777777777,39.088235294117645,1
0,1,0,0,0,2929,2333.0,139.0,360.0,1.0,1,5262.0,0.3861111111111111,37.856115107913666,1
1,1,0,1,0,3572,4114.0,152.0,360.0,0.0,0,7686.0,0.4222222222222222,50.56578947368421,0
0,0,1,0,1,7451,0.0,128.0,360.0,1.0,1,7451.0,0.35555555555555557,58.2109375,1
1,0,0,0,0,5050,0.0,118.0,360.0,1.0,1,5050.0,0.3277777777777778,42.79661016949152,1
1,1,1,0,0,14583,0.0,185.0,180.0,1.0,0,14583.0,1.0277777777777777,78.82702702702703,1
0,1,0,0,0,3167,2283.0,154.0,360.0,1.0,1,5450.0,0.42777777777777776,35.38961038961039,1
1,1,1,0,0,2214,1398.0,85.0,360.0,1.0,2,3612.0,0.2361111111111111,42.49411764705882,1
1,1,0,0,0,5568,2142.0,175.0,360.0,1.0,0,7710.0,0.4861111111111111,44.05714285714286,0
0,0,0,0,0,10408,0.0,259.0,360.0,1.0,2,10408.0,0.7194444444444444,40.18532818532819,1
1,1,0,0,0,5667,2667.0,180.0,360.0,1.0,0,8334.0,0.5,46.3,1
0,0,0,0,0,4166,0.0,44.0,360.0,1.0,1,4166.0,0.12222222222222222,94.68181818181819,1
0,0,0,0,0,2137,8980.0,137.0,360.0,0.0,1,11117.0,0.38055555555555554,81.14598540145985,1
1,1,2,0,0,2957,0.0,81.0,360.0,1.0,1,2957.0,0.225,36.50617283950617,1
1,1,0,1,0,4300,2014.0,194.0,360.0,1.0,0,6314.0,0.5388888888888889,32.54639175257732,1
0,0,0,0,0,3692,0.0,93.0,360.0,1.0,0,3692.0,0.25833333333333336,39.69892473118279,1
1,1,3,0,0,23803,0.0,370.0,360.0,1.0,0,23803.0,1.0277777777777777,64.33243243243243,1
1,0,0,0,0,3865,1640.0,128.0,360.0,1.0,0,5505.0,0.35555555555555557,43.0078125,1
1,1,1,0,1,10513,3850.0,160.0,180.0,0.0,2,14363.0,0.8888888888888888,89.76875,0
1,1,0,0,0,6080,2569.0,182.0,360.0,1.0,0,8649.0,0.5055555555555555,47.52197802197802,0
1,0,0,0,1,20166,0.0,650.0,480.0,1.0,2,20166.0,1.3541666666666667,31.024615384615384,1
1,0,0,0,0,2014,1929.0,74.0,360.0,1.0,2,3943.0,0.20555555555555555,53.28378378378378,1
1,0,0,0,0,2718,0.0,70.0,360.0,1.0,1,2718.0,0.19444444444444445,38.82857142857143,1
1,1,0,0,1,3459,0.0,25.0,120.0,1.0,1,3459.0,0.20833333333333334,138.36,1
1,0,0,0,0,4895,0.0,102.0,360.0,1.0,1,4895.0,0.2833333333333333,47.990196078431374,1
1,1,3,0,0,4000,7750.0,290.0,360.0,1.0,1,11750.0,0.8055555555555556,40.51724137931034,0
0,1,0,0,0,4583,0.0,84.0,360.0,1.0,0,4583.0,0.23333333333333334,54.55952380952381,0
1,1,2,0,1,3316,3500.0,88.0,360.0,1.0,2,6816.0,0.24444444444444444,77.45454545454545,1
1,0,0,0,0,14999,0.0,242.0,360.0,0.0,1,14999.0,0.6722222222222223,61.97933884297521,0
1,1,2,1,0,4200,1430.0,129.0,360.0,1.0,0,5630.0,0.35833333333333334,43.64341085271318,0
1,1,2,0,0,5042,2083.0,185.0,360.0,1.0,0,7125.0,0.5138888888888888,38.513513513513516,0
1,0,0,0,0,5417,0.0,168.0,360.0,1.0,2,5417.0,0.4666666666666667,32.24404761904762,1
1,0,0,0,1,6950,0.0,175.0,180.0,1.0,1,6950.0,0.9722222222222222,39.714285714285715,1
1,1,0,0,0,2698,2034.0,122.0,360.0,1.0,1,4732.0,0.3388888888888889,38.78688524590164,1
1,1,2,0,0,11757,0.0,187.0,180.0,1.0,2,11757.0,1.038888888888889,62.8716577540107,1
0,1,0,0,0,2330,4486.0,100.0,360.0,1.0,1,6816.0,0.2777777777777778,68.16,1
0,1,2,0,0,14866,0.0,70.0,360.0,1.0,2,14866.0,0.19444444444444445,212.37142857142857,1
1,1,1,0,0,1538,1425.0,30.0,360.0,1.0,2,2963.0,0.08333333333333333,98.76666666666667,1
0,0,0,0,0,10000,1666.0,225.0,360.0,1.0,0,11666.0,0.625,51.84888888888889,0
1,1,0,0,0,4860,830.0,125.0,360.0,1.0,1,5690.0,0.3472222222222222,45.52,1
1,0,0,0,0,6277,0.0,118.0,360.0,0.0,0,6277.0,0.3277777777777778,53.19491525423729,0
1,1,0,0,1,2577,3750.0,152.0,360.0,1.0,0,6327.0,0.4222222222222222,41.625,1
1,0,0,0,0,9166,0.0,244.0,360.0,1.0,2,9166.0,0.6777777777777778,37.5655737704918,0
1,1,2,1,0,2281,0.0,113.0,360.0,1.0,0,2281.0,0.3138888888888889,20.1858407079646,0
1,0,0,0,0,3254,0.0,50.0,360.0,1.0,2,3254.0,0.1388888888888889,65.08,1
1,1,3,0,0,39999,0.0,600.0,180.0,0.0,1,39999.0,3.3333333333333335,66.665,1
1,1,1,0,0,6000,0.0,160.0,360.0,1.0,0,6000.0,0.4444444444444444,37.5,1
1,1,1,0,0,9538,0.0,187.0,360.0,1.0,2,9538.0,0.5194444444444445,51.00534759358289,1
1,0,0,0,0,2980,2083.0,120.0,360.0,1.0,0,5063.0,0.3333333333333333,42.19166666666667,1
1,1,0,0,0,4583,5625.0,255.0,360.0,1.0,1,10208.0,0.7083333333333334,40.03137254901961,1
1,1,0,1,0,1863,1041.0,98.0,360.0,1.0,1,2904.0,0.2722222222222222,29.632653061224488,1
1,1,0,0,0,7933,0.0,275.0,360.0,1.0,2,7933.0,0.7638888888888888,28.847272727272728,0
1,1,1,0,0,3089,1280.0,121.0,360.0,0.0,1,4369.0,0.33611111111111114,36.107438016528924,0
1,1,2,0,0,4167,1447.0,158.0,360.0,1.0,0,5614.0,0.4388888888888889,35.53164556962025,1
1,1,0,0,0,9323,0.0,75.0,180.0,1.0,2,9323.0,0.4166666666666667,124.30666666666667,1
1,1,0,0,0,3707,3166.0,182.0,360.0,1.0,0,6873.0,0.5055555555555555,37.76373626373626,1
0,1,0,0,0,4583,0.0,112.0,360.0,1.0,0,4583.0,0.3111111111111111,40.919642857142854,0
1,1,0,0,0,2439,3333.0,129.0,360.0,1.0,0,5772.0,0.35833333333333334,44.74418604651163,1
1,0,0,0,0,2237,0.0,63.0,480.0,0.0,1,2237.0,0.13125,35.507936507936506,0
1,1,2,0,0,8000,0.0,200.0,360.0,1.0,1,8000.0,0.5555555555555556,40.0,1
1,1,0,1,0,1820,1769.0,95.0,360.0,1.0,0,3589.0,0.2638888888888889,37.77894736842105,1
1,1,3,0,0,51763,0.0,700.0,300.0,1.0,2,51763.0,2.3333333333333335,73.94714285714285,1
1,1,3,1,0,3522,0.0,81.0,180.0,1.0,0,3522.0,0.45,43.48148148148148,0
1,1,0,0,0,5708,5625.0,187.0,360.0,1.0,1,11333.0,0.5194444444444445,60.60427807486631,1
1,1,0,1,1,4344,736.0,87.0,360.0,1.0,1,5080.0,0.24166666666666667,58.39080459770115,0
1,1,0,0,0,3497,1964.0,116.0,360.0,1.0,0,5461.0,0.32222222222222224,47.077586206896555,1
1,1,2,0,0,2045,1619.0,101.0,360.0,1.0,0,3664.0,0.28055555555555556,36.277227722772274,1
1,1,3,0,0,5516,11300.0,495.0,360.0,0.0,1,16816.0,1.375,33.971717171717174,0
1,1,1,0,0,3750,0.0,116.0,360.0,1.0,1,3750.0,0.32222222222222224,32.327586206896555,1
1,0,0,1,0,2333,1451.0,102.0,480.0,0.0,2,3784.0,0.2125,37.09803921568628,0
1,1,1,0,0,6400,7250.0,180.0,360.0,0.0,2,13650.0,0.5,75.83333333333333,0
1,0,0,0,0,1916,5063.0,67.0,360.0,1.0,0,6979.0,0.18611111111111112,104.16417910447761,0
1,1,0,0,0,4600,0.0,73.0,180.0,1.0,1,4600.0,0.40555555555555556,63.013698630136986,1
1,1,1,0,0,33846,0.0,260.0,360.0,1.0,1,33846.0,0.7222222222222222,130.1769230769231,0
0,1,0,0,0,3625,0.0,108.0,360.0,1.0,1,3625.0,0.3,33.56481481481482,1
1,1,0,0,1,39147,4750.0,120.0,360.0,1.0,1,43897.0,0.3333333333333333,365.80833333333334,1
1,1,1,0,1,2178,0.0,66.0,300.0,0.0,0,2178.0,0.22,33.0,0
1,1,0,0,0,2383,2138.0,58.0,360.0,1.0,0,4521.0,0.16111111111111112,77.94827586206897,1
1,1,0,0,1,674,5296.0,168.0,360.0,1.0,0,5970.0,0.4666666666666667,35.535714285714285,1
1,1,0,0,0,9328,0.0,188.0,180.0,1.0,0,9328.0,1.0444444444444445,49.61702127659574,1
1,0,0,1,0,4885,0.0,48.0,360.0,1.0,0,4885.0,0.13333333333333333,101.77083333333333,1
1,0,0,0,0,12000,0.0,164.0,360.0,1.0,1,12000.0,0.45555555555555555,73.17073170731707,0
1,1,0,1,0,6033,0.0,160.0,360.0,1.0,2,6033.0,0.4444444444444444,37.70625,0
1,0,0,0,0,3858,0.0,76.0,360.0,1.0,1,3858.0,0.2111111111111111,50.76315789473684,1
1,0,0,0,0,4191,0.0,120.0,360.0,1.0,0,4191.0,0.3333333333333333,34.925,1
1,1,1,0,0,3125,2583.0,170.0,360.0,1.0,1,5708.0,0.4722222222222222,33.576470588235296,0
1,0,0,0,0,8333,3750.0,187.0,360.0,1.0,0,12083.0,0.5194444444444445,64.61497326203208,1
0,0,0,1,0,1907,2365.0,120.0,360.0,1.0,2,4272.0,0.3333333333333333,35.6,1
0,1,0,0,0,3416,2816.0,113.0,360.0,1.0,1,6232.0,0.3138888888888889,55.150442477876105,1
1,0,0,0,1,11000,0.0,83.0,360.0,1.0,2,11000.0,0.23055555555555557,132.53012048192772,0
1,1,1,1,0,2600,2500.0,90.0,360.0,1.0,1,5100.0,0.25,56.666666666666664,1
1,0,2,0,0,4923,0.0,166.0,360.0,0.0,1,4923.0,0.46111111111111114,29.656626506024097,1
1,1,3,1,0,3992,0.0,128.0,180.0,1.0,2,3992.0,0.7111111111111111,31.1875,0
1,1,1,1,0,3500,1083.0,135.0,360.0,1.0,2,4583.0,0.375,33.94814814814815,1
1,1,2,1,0,3917,0.0,124.0,360.0,1.0,1,3917.0,0.34444444444444444,31.588709677419356,1
0,0,0,1,0,4408,0.0,120.0,360.0,1.0,1,4408.0,0.3333333333333333,36.733333333333334,1
0,0,0,0,0,3244,0.0,80.0,360.0,1.0,2,3244.0,0.2222222222222222,40.55,1
1,0,0,1,0,3975,2531.0,55.0,360.0,1.0,0,6506.0,0.1527777777777778,118.2909090909091,1
1,0,0,0,0,2479,0.0,59.0,360.0,1.0,2,2479.0,0.1638888888888889,42.016949152542374,1
1,0,0,0,0,3418,0.0,127.0,360.0,1.0,1,3418.0,0.3527777777777778,26.913385826771652,0
0,0,0,0,0,10000,0.0,214.0,360.0,1.0,1,10000.0,0.5944444444444444,46.728971962616825,0
1,1,3,0,0,3430,1250.0,128.0,360.0,0.0,1,4680.0,0.35555555555555557,36.5625,0
1,1,1,0,1,7787,0.0,240.0,360.0,1.0,2,7787.0,0.6666666666666666,32.44583333333333,1
1,1,3,1,1,5703,0.0,130.0,360.0,1.0,0,5703.0,0.3611111111111111,43.86923076923077,1
1,1,0,0,0,3173,3021.0,137.0,360.0,1.0,2,6194.0,0.38055555555555554,45.21167883211679,1
1,1,3,1,0,3850,983.0,100.0,360.0,1.0,1,4833.0,0.2777777777777778,48.33,1
1,1,0,0,0,150,1800.0,135.0,360.0,1.0,0,1950.0,0.375,14.444444444444445,0
1,1,0,0,0,3727,1775.0,131.0,360.0,1.0,1,5502.0,0.3638888888888889,42.0,1
1,1,2,0,0,5000,0.0,72.0,360.0,0.0,1,5000.0,0.2,69.44444444444444,0
0,1,2,0,0,4283,2383.0,127.0,360.0,1.0,1,6666.0,0.3527777777777778,52.488188976377955,1
1,1,0,0,0,2221,0.0,60.0,360.0,0.0,2,2221.0,0.16666666666666666,37.016666666666666,0
1,1,2,0,0,4009,1717.0,116.0,360.0,1.0,1,5726.0,0.32222222222222224,49.36206896551724,1
1,0,0,0,0,2971,2791.0,144.0,360.0,1.0,1,5762.0,0.4,40.013888888888886,1
1,1,0,0,0,7578,1010.0,175.0,360.0,1.0,1,8588.0,0.4861111111111111,49.074285714285715,1
1,1,0,0,0,6250,0.0,128.0,360.0,1.0,1,6250.0,0.35555555555555557,48.828125,1
1,1,0,0,0,3250,0.0,170.0,360.0,1.0,0,3250.0,0.4722222222222222,19.11764705882353,0
1,1,0,1,1,4735,0.0,138.0,360.0,1.0,2,4735.0,0.38333333333333336,34.31159420289855,0
1,1,2,0,0,6250,1695.0,210.0,360.0,1.0,1,7945.0,0.5833333333333334,37.833333333333336,1
1,1,0,0,0,4758,0.0,158.0,480.0,1.0,1,4758.0,0.32916666666666666,30.11392405063291,1
1,0,0,0,1,6400,0.0,200.0,360.0,1.0,0,6400.0,0.5555555555555556,32.0,1
1,1,1,0,0,2491,2054.0,104.0,360.0,1.0,1,4545.0,0.28888888888888886,43.70192307692308,1
1,1,0,0,0,3716,0.0,42.0,180.0,1.0,0,3716.0,0.23333333333333334,88.47619047619048,1
1,0,0,1,0,3189,2598.0,120.0,360.0,1.0,0,5787.0,0.3333333333333333,48.225,1
0,0,0,0,0,8333,0.0,280.0,360.0,1.0,1,8333.0,0.7777777777777778,29.760714285714286,1
1,1,1,0,0,3155,1779.0,140.0,360.0,1.0,1,4934.0,0.3888888888888889,35.24285714285714,1
1,1,1,0,0,5500,1260.0,170.0,360.0,1.0,0,6760.0,0.4722222222222222,39.76470588235294,1
1,1,0,0,0,5746,0.0,255.0,360.0,1.0,2,5746.0,0.7083333333333334,22.533333333333335,0
0,0,0,0,1,3463,0.0,122.0,360.0,1.0,2,3463.0,0.3388888888888889,28.385245901639344,1
0,0,1,0,0,3812,0.0,112.0,360.0,1.0,0,3812.0,0.3111111111111111,34.035714285714285,1
1,1,1,0,0,3315,0.0,96.0,360.0,1.0,1,3315.0,0.26666666666666666,34.53125,1
1,1,2,0,0,5819,5000.0,120.0,360.0,1.0,0,10819.0,0.3333333333333333,90.15833333333333,1
1,1,1,1,0,2510,1983.0,140.0,180.0,1.0,2,4493.0,0.7777777777777778,32.09285714285714,0
1,0,0,0,0,2965,5701.0,155.0,60.0,1.0,2,8666.0,2.5833333333333335,55.909677419354836,1
1,1,2,0,1,6250,1300.0,108.0,360.0,1.0,0,7550.0,0.3,69.9074074074074,1
1,1,0,1,0,3406,4417.0,123.0,360.0,1.0,1,7823.0,0.3416666666666667,63.60162601626016,1
1,0,0,0,1,6050,4333.0,120.0,180.0,1.0,2,10383.0,0.6666666666666666,86.525,0
1,1,2,0,0,9703,0.0,112.0,360.0,1.0,2,9703.0,0.3111111111111111,86.63392857142857,1
1,1,1,1,0,6608,0.0,137.0,180.0,1.0,2,6608.0,0.7611111111111111,48.23357664233577,1
1,1,1,0,0,2882,1843.0,123.0,480.0,1.0,1,4725.0,0.25625,38.41463414634146,1
1,1,0,0,0,1809,1868.0,90.0,360.0,1.0,2,3677.0,0.25,40.855555555555554,1
1,1,0,1,0,1668,3890.0,201.0,360.0,0.0,1,5558.0,0.5583333333333333,27.65174129353234,0
0,0,2,0,0,3427,0.0,138.0,360.0,1.0,2,3427.0,0.38333333333333336,24.833333333333332,0
1,0,0,1,1,2583,2167.0,104.0,360.0,1.0,0,4750.0,0.28888888888888886,45.67307692307692,1
1,1,1,1,0,2661,7101.0,279.0,180.0,1.0,1,9762.0,1.55,34.98924731182796,1
1,0,0,0,1,16250,0.0,192.0,360.0,0.0,2,16250.0,0.5333333333333333,84.63541666666667,0
